Name,Connection Type,App,Platform,Country,Date,Impressions,Ad Revenue,CPM
connection 964,Mock Connection - vungle.com,Tetris,iOS,Japan,2020-05-02,3907,22,5
connection 965,Mock Connection - adcolony.com,Pong,Firefox OS,Denmark,2020-05-02,673,10,15
connection 966,Mock Connection - flurry.com,Snake,iOS,Canada,2020-05-02,433,3,6
connection 967,Mock Connection - mopub.com,Pong,Android,Brazil,2020-05-02,2512,1,0
connection 968,Mock Connection - vungle.com,Tetris,Android,Japan,2020-05-02,3084,25,8
connection 969,Mock Connection - facebook.com,Snake,iOS,Japan,2020-05-02,482,6,13
connection 970,Mock Connection - mopub.com,Pong,iOS,Canada,2020-05-02,7490,8,1
connection 971,Mock Connection - vungle.com,Tetris,Firefox OS,Japan,2020-05-02,875,1,2
connection 972,Mock Connection - adcolony.com,Snake,Android,Brazil,2020-05-02,100,1,11
connection 973,Mock Connection - inmobi.com,Randy,Android,United States,2020-05-02,1185,0,0
connection 974,Mock Connection - facebook.com,Tetris,iOS,Japan,2020-05-02,3508,6,1
connection 975,Mock Connection - applovin.com,Pong,Android,United States,2020-05-02,866,1,1
connection 976,Mock Connection - mopub.com,Pong,iOS,Brazil,2020-05-02,337,4,12
connection 977,Mock Connection - mopub.com,Tetris,iOS,United States,2020-05-02,900,4,5
connection 978,Mock Connection - facebook.com,Snake,Firefox OS,Brazil,2020-05-02,597,6,10
connection 979,Mock Connection - facebook.com,Snake,Firefox OS,Denmark,2020-05-02,1998,1,0
connection 980,Mock Connection - facebook.com,Michael Tetris,Android,United States,2020-05-02,2361,8,3
connection 981,Mock Connection - inmobi.com,Tetris,Android,Germany,2020-05-02,6786,18,2
connection 982,Mock Connection - mopub.com,Snake,Android,United States,2020-05-02,6095,26,4
connection 983,Mock Connection - chartboost.com,Tetris,Firefox OS,Brazil,2020-05-02,2645,6,2
connection 984,Mock Connection - mopub.com,Masako Tetris,Android,Denmark,2020-05-02,472,6,13
connection 985,Mock Connection - inmobi.com,Snake,iOS,Japan,2020-05-02,8012,40,5
connection 986,Mock Connection - mopub.com,Masako Tetris,Firefox OS,Japan,2020-05-02,1268,1,1
connection 987,Mock Connection - flurry.com,Tetris,Firefox OS,Brazil,2020-05-02,497,5,11
connection 988,Mock Connection - inmobi.com,Snake,Android,Denmark,2020-05-02,6670,12,1
connection 989,Mock Connection - flurry.com,Pong,Firefox OS,Brazil,2020-05-02,6169,12,2
connection 990,Mock Connection - applovin.com,Pong,iOS,Brazil,2020-05-02,82,1,19
connection 991,Mock Connection - facebook.com,Michael Tetris,Android,Brazil,2020-05-02,860,4,4
connection 992,Mock Connection - inmobi.com,Pong,Firefox OS,United States,2020-05-02,2484,8,3
connection 993,Mock Connection - adcolony.com,2.0,Firefox OS,Brazil,2020-05-02,57,5,89
connection 994,Mock Connection - facebook.com,Michael Tetris,Firefox OS,Brazil,2020-05-02,1368,2,1
connection 995,Mock Connection - facebook.com,Snake,Firefox OS,Canada,2020-05-02,160,19,119
connection 996,Mock Connection - inmobi.com,Tetris,iOS,Japan,2020-05-02,1772,28,15
connection 997,Mock Connection - chartboost.com,Pong,iOS,United States,2020-05-02,996,1,1
connection 998,Mock Connection - inmobi.com,Pong,Firefox OS,Germany,2020-05-02,5368,22,4
connection 999,Mock Connection - applovin.com,Snake,Firefox OS,Denmark,2020-05-02,2593,26,10
connection 1000,Mock Connection - mopub.com,Masako Tetris,Android,Canada,2020-05-03,347,3,9
connection 1001,Mock Connection - chartboost.com,Judy Tetris,Android,Canada,2020-05-03,455,3,8
connection 1002,Mock Connection - facebook.com,Tetris,Firefox OS,Japan,2020-05-03,461,8,19
connection 1003,Mock Connection - chartboost.com,Tetris,Firefox OS,Germany,2020-05-03,2133,8,3
connection 1004,Mock Connection - applovin.com,Snake,Firefox OS,Canada,2020-05-03,4350,52,11
connection 1005,Mock Connection - mopub.com,Tetris,Firefox OS,United States,2020-05-03,1449,7,5
connection 1006,Mock Connection - chartboost.com,Snake,iOS,Denmark,2020-05-03,6807,53,7
connection 1007,Mock Connection - vungle.com,Snake,Android,Brazil,2020-05-03,3223,15,4
connection 1008,Mock Connection - chartboost.com,Tetris,Firefox OS,Brazil,2020-05-03,989,2,2
connection 1009,Mock Connection - facebook.com,Tetris,Firefox OS,Brazil,2020-05-03,1553,7,4
connection 1010,Mock Connection - vungle.com,Monte Tetris,Firefox OS,Germany,2020-05-03,501,8,16
connection 1011,Mock Connection - facebook.com,Michael Tetris,Android,United States,2020-05-03,2990,11,3
connection 1012,Mock Connection - facebook.com,Pong,Firefox OS,United States,2020-05-03,1700,7,4
connection 1013,Mock Connection - mopub.com,Tetris,Android,Denmark,2020-05-03,301,0,2
connection 1014,Mock Connection - inmobi.com,Tetris,Firefox OS,Canada,2020-05-03,10000,46,4
connection 1015,Mock Connection - inmobi.com,Pong,iOS,Germany,2020-05-03,4323,41,9
connection 1016,Mock Connection - chartboost.com,Judy Tetris,Judy iOS,Japan,2020-05-03,758,2,3
connection 1017,Mock Connection - facebook.com,Michael Tetris,Android,Brazil,2020-05-03,2978,14,4
connection 1018,Mock Connection - chartboost.com,Snake,Firefox OS,United States,2020-05-03,2509,4,1
connection 1019,Mock Connection - flurry.com,Tetris,iOS,Germany,2020-05-03,3592,29,8
connection 1020,Mock Connection - flurry.com,Pong,Firefox OS,Brazil,2020-05-03,444,11,25
connection 1021,Mock Connection - facebook.com,Pong,iOS,Brazil,2020-05-03,1025,3,3
connection 1022,Mock Connection - adcolony.com,Tetris,iOS,Denmark,2020-05-03,237,0,0
connection 1023,Mock Connection - mopub.com,Pong,Android,Denmark,2020-05-03,563,2,3
connection 1024,Mock Connection - flurry.com,Snake,Firefox OS,Germany,2020-05-03,4424,19,4
connection 1025,Mock Connection - inmobi.com,Tetris,iOS,Denmark,2020-05-03,1166,24,21
connection 1026,Mock Connection - facebook.com,Tetris,Android,United States,2020-05-03,3234,9,3
connection 1027,Mock Connection - mopub.com,Pong,iOS,Japan,2020-05-03,723,1,1
connection 1028,Mock Connection - vungle.com,Pong,iOS,Canada,2020-05-03,75,15,212
connection 1029,Mock Connection - mopub.com,Masako Tetris,Android,United States,2020-05-03,3464,11,3
connection 1030,Mock Connection - inmobi.com,Randy,Android,Denmark,2020-05-03,483,15,32
connection 1031,Mock Connection - inmobi.com,Randy,GP,Japan,2020-05-03,266,4,15
connection 1032,Mock Connection - flurry.com,Tetris,Firefox OS,United States,2020-05-03,1554,11,7
connection 1033,Mock Connection - vungle.com,Tetris,Firefox OS,Germany,2020-05-03,1059,1,1
connection 1034,Mock Connection - flurry.com,Pong,Android,Denmark,2020-05-03,4948,33,6
connection 1035,Mock Connection - flurry.com,Pong,Firefox OS,Germany,2020-05-03,9533,27,2
connection 1036,Mock Connection - adcolony.com,2.0,Android,Japan,2020-05-03,3826,17,4
connection 1037,Mock Connection - chartboost.com,Tetris,iOS,United States,2020-05-03,1241,6,4
connection 1038,Mock Connection - chartboost.com,Judy Tetris,Firefox OS,Japan,2020-05-03,437,2,5
connection 1039,Mock Connection - facebook.com,Pong,Firefox OS,Denmark,2020-05-03,1853,25,13
connection 1040,Mock Connection - inmobi.com,Tetris,Android,Germany,2020-05-03,1605,35,22
connection 1041,Mock Connection - chartboost.com,Snake,Android,Germany,2020-05-03,876,2,2
connection 1042,Mock Connection - mopub.com,Pong,iOS,United States,2020-05-03,1283,7,6
connection 1043,Mock Connection - facebook.com,Snake,Android,Brazil,2020-05-03,2168,6,2
connection 1044,Mock Connection - flurry.com,Snake,Android,United States,2020-05-03,1063,14,13
connection 1045,Mock Connection - chartboost.com,Snake,iOS,United States,2020-05-03,1004,5,5
connection 1046,Mock Connection - mopub.com,Pong,Firefox OS,Denmark,2020-05-03,935,9,10
connection 1047,Mock Connection - chartboost.com,Judy Tetris,Judy iOS,Denmark,2020-05-03,148,10,74
connection 1048,Mock Connection - inmobi.com,Randy,Android,Japan,2020-05-03,83,3,40
connection 1049,Mock Connection - adcolony.com,2.0,Firefox OS,Germany,2020-05-03,269,10,40
connection 1050,Mock Connection - adcolony.com,2.0,Luciano iOS,Brazil,2020-05-03,853,0,0
connection 1051,Mock Connection - facebook.com,Michael Tetris,Android,Denmark,2020-05-03,1917,22,11
connection 1052,Mock Connection - mopub.com,Snake,iOS,Denmark,2020-05-03,963,2,2
connection 1053,Mock Connection - vungle.com,Snake,iOS,Denmark,2020-05-03,4967,28,5
connection 1054,Mock Connection - applovin.com,Pong,iOS,Brazil,2020-05-03,421,4,11
connection 1055,Mock Connection - vungle.com,Monte Tetris,Firefox OS,Brazil,2020-05-03,548,0,0
connection 1056,Mock Connection - chartboost.com,Snake,Android,Brazil,2020-05-03,4085,14,3
connection 1057,Mock Connection - chartboost.com,Pong,Android,Canada,2020-05-03,867,14,17
connection 1058,Mock Connection - facebook.com,Tetris,Android,Denmark,2020-05-03,608,3,6
connection 1059,Mock Connection - flurry.com,Pong,Android,Germany,2020-05-03,5327,30,5
connection 1060,Mock Connection - flurry.com,Tetris,iOS,Canada,2020-05-03,1552,3,2
connection 1061,Mock Connection - inmobi.com,Snake,iOS,Germany,2020-05-03,7219,20,2
connection 1062,Mock Connection - mopub.com,Pong,Firefox OS,Brazil,2020-05-03,2152,10,4
connection 1063,Mock Connection - inmobi.com,Snake,Firefox OS,United States,2020-05-03,7392,22,3
connection 1064,Mock Connection - applovin.com,Snake,Firefox OS,Brazil,2020-05-03,2356,12,5
connection 1065,Mock Connection - flurry.com,Tetris,iOS,Brazil,2020-05-03,1737,12,7
connection 1066,Mock Connection - facebook.com,Pong,Firefox OS,Germany,2020-05-03,2967,20,6
connection 1067,Mock Connection - flurry.com,Tetris,Android,Brazil,2020-05-03,2312,14,6
connection 1068,Mock Connection - chartboost.com,Snake,iOS,Brazil,2020-05-03,3406,13,4
connection 1069,Mock Connection - inmobi.com,Tetris,Firefox OS,Denmark,2020-05-03,373,0,1
connection 1070,Mock Connection - flurry.com,Tetris,Others,Japan,2020-05-03,1744,10,5
connection 1071,Mock Connection - vungle.com,Tetris,Android,Denmark,2020-05-03,2007,9,4
connection 1072,Mock Connection - adcolony.com,2.0,Luciano iOS,Germany,2020-05-03,3323,22,6
connection 1073,Mock Connection - vungle.com,Snake,Monte iOS,Germany,2020-05-03,1776,17,9
connection 1074,Mock Connection - inmobi.com,Tetris,iOS,Germany,2020-05-03,1749,19,11
connection 1075,Mock Connection - facebook.com,Michael Tetris,Firefox OS,Germany,2020-05-03,2041,1,0
connection 1076,Mock Connection - chartboost.com,Tetris,Firefox OS,Canada,2020-05-03,684,0,0
connection 1077,Mock Connection - flurry.com,Tetris,Firefox OS,Denmark,2020-05-03,4671,8,1
connection 1078,Mock Connection - applovin.com,Pong,Firefox OS,Japan,2020-05-03,618,5,8
connection 1079,Mock Connection - vungle.com,Pong,Monte iOS,Brazil,2020-05-03,494,3,7
connection 1080,Mock Connection - mopub.com,Pong,Android,Germany,2020-05-03,1150,8,7
connection 1081,Mock Connection - inmobi.com,Tetris,iOS,United States,2020-05-03,1135,3,3
connection 1082,Mock Connection - chartboost.com,Snake,Android,United States,2020-05-03,2762,18,6
connection 1083,Mock Connection - inmobi.com,Randy,GP,Germany,2020-05-03,2039,7,3
connection 1084,Mock Connection - flurry.com,Tetris,Android,Japan,2020-05-03,4595,18,3
connection 1085,Mock Connection - flurry.com,Snake,Android,Canada,2020-05-03,5846,9,1
connection 1086,Mock Connection - mopub.com,Masako Tetris,Android,Japan,2020-05-03,211,4,22
connection 1087,Mock Connection - flurry.com,Pong,Firefox OS,Canada,2020-05-03,6728,23,3
connection 1088,Mock Connection - facebook.com,Pong,Android,Denmark,2020-05-03,195,7,40
connection 1089,Mock Connection - adcolony.com,Pong,Luciano iOS,Brazil,2020-05-03,523,6,12
connection 1090,Mock Connection - vungle.com,Pong,Android,Canada,2020-05-03,1951,1,0
connection 1091,Mock Connection - flurry.com,Snake,iOS,United States,2020-05-03,5174,9,1
connection 1092,Mock Connection - chartboost.com,Snake,Firefox OS,Brazil,2020-05-03,252,0,2
connection 1093,Mock Connection - chartboost.com,Judy Tetris,Android,Brazil,2020-05-03,644,1,2
connection 1094,Mock Connection - adcolony.com,Tetris,Firefox OS,Denmark,2020-05-03,1106,9,8
connection 1095,Mock Connection - inmobi.com,Pong,iOS,Denmark,2020-05-03,4735,12,2
connection 1096,Mock Connection - adcolony.com,Snake,Android,Canada,2020-05-03,729,1,1
connection 1097,Mock Connection - inmobi.com,Snake,Android,United States,2020-05-03,5878,22,3
connection 1098,Mock Connection - applovin.com,Snake,Android,Germany,2020-05-03,283,2,8
connection 1099,Mock Connection - flurry.com,Tetris,Others,Germany,2020-05-03,379,0,1
connection 1100,Mock Connection - chartboost.com,Snake,Android,Canada,2020-05-03,2211,19,8
connection 1101,Mock Connection - vungle.com,Tetris,Android,Germany,2020-05-03,1968,9,4
connection 1102,Mock Connection - inmobi.com,Snake,iOS,Brazil,2020-05-03,4246,29,6
connection 1103,Mock Connection - flurry.com,Tetris,Android,Germany,2020-05-03,497,5,11
connection 1104,Mock Connection - inmobi.com,Randy,Firefox OS,Brazil,2020-05-03,674,12,18
connection 1105,Mock Connection - vungle.com,Tetris,Monte iOS,United States,2020-05-03,241,0,0
connection 1106,Mock Connection - vungle.com,Tetris,Android,Japan,2020-05-03,1832,8,4
connection 1107,Mock Connection - mopub.com,Pong,iOS,Denmark,2020-05-03,1566,6,3
connection 1108,Mock Connection - applovin.com,Pong,iOS,United States,2020-05-03,1809,5,3
connection 1109,Mock Connection - mopub.com,Tetris,iOS,Denmark,2020-05-03,1488,12,8
connection 1110,Mock Connection - facebook.com,Tetris,iOS,Denmark,2020-05-03,3012,15,5
connection 1111,Mock Connection - chartboost.com,Pong,Firefox OS,United States,2020-05-03,5835,39,6
connection 1112,Mock Connection - flurry.com,Snake,iOS,Brazil,2020-05-03,3618,4,1
connection 1113,Mock Connection - flurry.com,Pong,Android,United States,2020-05-03,601,4,7
connection 1114,Mock Connection - flurry.com,Pong,iOS,Germany,2020-05-03,2030,3,1
connection 1115,Mock Connection - mopub.com,Pong,Android,Canada,2020-05-03,98,1,13
connection 1116,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,Germany,2020-05-03,650,5,8
connection 1117,Mock Connection - facebook.com,Pong,iOS,Japan,2020-05-03,430,3,9
connection 1118,Mock Connection - vungle.com,Tetris,Firefox OS,United States,2020-05-03,87,0,0
connection 1119,Mock Connection - applovin.com,Pong,Firefox OS,United States,2020-05-03,552,2,3
connection 1120,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,United States,2020-05-03,83,2,26
connection 1121,Mock Connection - adcolony.com,Pong,Android,Japan,2020-05-03,3816,4,1
connection 1122,Mock Connection - vungle.com,Monte Tetris,Android,Denmark,2020-05-03,1584,7,4
connection 1123,Mock Connection - vungle.com,Monte Tetris,Monte iOS,United States,2020-05-03,1314,6,5
connection 1124,Mock Connection - chartboost.com,Judy Tetris,Android,Japan,2020-05-03,183,1,5
connection 1125,Mock Connection - vungle.com,Tetris,Android,Canada,2020-05-03,5254,6,1
connection 1126,Mock Connection - chartboost.com,Pong,iOS,Japan,2020-05-03,2522,1,0
connection 1127,Mock Connection - applovin.com,Snake,iOS,Denmark,2020-05-03,2938,12,4
connection 1128,Mock Connection - applovin.com,Pong,iOS,Germany,2020-05-03,3473,13,3
connection 1129,Mock Connection - adcolony.com,2.0,Firefox OS,Denmark,2020-05-03,6261,28,4
connection 1130,Mock Connection - inmobi.com,Snake,Android,Germany,2020-05-03,4244,13,3
connection 1131,Mock Connection - applovin.com,Tetris,Firefox OS,Japan,2020-05-03,448,0,0
connection 1132,Mock Connection - adcolony.com,2.0,Luciano iOS,Japan,2020-05-03,2539,8,3
connection 1133,Mock Connection - vungle.com,Pong,Monte iOS,Denmark,2020-05-03,338,0,2
connection 1134,Mock Connection - mopub.com,Pong,Firefox OS,Japan,2020-05-03,2774,28,10
connection 1135,Mock Connection - vungle.com,Pong,Android,United States,2020-05-03,1591,3,2
connection 1136,Mock Connection - chartboost.com,Snake,iOS,Germany,2020-05-03,1369,1,1
connection 1137,Mock Connection - inmobi.com,Randy,Android,Germany,2020-05-03,1767,23,13
connection 1138,Mock Connection - adcolony.com,Luciano Tetris,Firefox OS,United States,2020-05-03,84,1,23
connection 1139,Mock Connection - facebook.com,Snake,iOS,Germany,2020-05-03,1584,9,5
connection 1140,Mock Connection - facebook.com,Snake,Android,Japan,2020-05-03,4382,5,1
connection 1141,Mock Connection - flurry.com,Snake,Firefox OS,Brazil,2020-05-03,1773,11,6
connection 1142,Mock Connection - chartboost.com,Judy Tetris,Android,United States,2020-05-03,330,8,26
connection 1143,Mock Connection - vungle.com,Monte Tetris,Android,United States,2020-05-03,3142,11,3
connection 1144,Mock Connection - adcolony.com,Tetris,Firefox OS,United States,2020-05-03,81,2,26
connection 1145,Mock Connection - mopub.com,Snake,Firefox OS,Germany,2020-05-03,1753,5,3
connection 1146,Mock Connection - adcolony.com,Tetris,Android,Brazil,2020-05-03,298,11,37
connection 1147,Mock Connection - flurry.com,Tetris,Android,Denmark,2020-05-03,5444,48,8
connection 1148,Mock Connection - facebook.com,Snake,Firefox OS,Denmark,2020-05-03,965,7,7
connection 1149,Mock Connection - mopub.com,Snake,Android,Denmark,2020-05-03,381,3,9
connection 1150,Mock Connection - flurry.com,Snake,Android,Brazil,2020-05-03,2407,7,3
connection 1151,Mock Connection - vungle.com,Tetris,iOS,Germany,2020-05-03,1301,0,0
connection 1152,Mock Connection - adcolony.com,2.0,Luciano iOS,Canada,2020-05-03,1407,14,10
connection 1153,Mock Connection - mopub.com,Masako Tetris,Firefox OS,United States,2020-05-03,433,1,2
connection 1154,Mock Connection - applovin.com,Snake,Firefox OS,Japan,2020-05-03,368,7,21
connection 1155,Mock Connection - vungle.com,Tetris,iOS,Canada,2020-05-03,1236,36,29
connection 1156,Mock Connection - chartboost.com,Tetris,iOS,Denmark,2020-05-03,500,16,33
connection 1157,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,Japan,2020-05-03,905,2,2
connection 1158,Mock Connection - mopub.com,Pong,iOS,Brazil,2020-05-03,402,0,1
connection 1159,Mock Connection - inmobi.com,Pong,iOS,Canada,2020-05-03,3181,19,6
connection 1160,Mock Connection - applovin.com,Snake,Android,Brazil,2020-05-03,1055,1,1
connection 1161,Mock Connection - mopub.com,Snake,iOS,Japan,2020-05-03,4385,22,5
connection 1162,Mock Connection - inmobi.com,Tetris,iOS,Canada,2020-05-03,1974,5,2
connection 1163,Mock Connection - applovin.com,Snake,Android,Canada,2020-05-03,5398,16,3
connection 1164,Mock Connection - flurry.com,Snake,iOS,Denmark,2020-05-03,4370,35,8
connection 1165,Mock Connection - facebook.com,Pong,iOS,Canada,2020-05-03,10342,30,2
connection 1166,Mock Connection - facebook.com,Snake,iOS,Brazil,2020-05-03,2075,5,2
